Accession	Dataset	Tissue	CellLine	PrimaryCell	Lab	Link	DataType	Controls
ENCFF000CNE	/experiments/ENCSR000ALK/	.	.	keratinocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CNE/@@download/ENCFF000CNE.bigWig	signal	/files/ENCFF000CLV/, /files/ENCFF000CLW/, /files/ENCFF000CLX/, /files/ENCFF000CMD/, /files/ENCFF000CMJ/, /files/ENCFF604QBU/, /files/ENCFF292GHV/, /files/ENCFF221LXY/, /files/ENCFF377CTF/, /files/ENCFF516NPM/, /files/ENCFF050XUG/, /files/ENCFF288LLD/, /files/ENCFF587LRA/, /files/ENCFF715NGU/
ENCFF001FJO	/experiments/ENCSR000DTU/	.	HEK293	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FJO/@@download/ENCFF001FJO.bigWig	raw signal	/files/ENCFF001HMT/, /files/ENCFF001HMU/, /files/ENCFF001HNC/, /files/ENCFF854RYT/, /files/ENCFF846BEG/, /files/ENCFF080FAA/, /files/ENCFF986XGP/
ENCFF001FJP	/experiments/ENCSR000DTU/	.	HEK293	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FJP/@@download/ENCFF001FJP.bigWig	raw signal	/files/ENCFF001HMT/, /files/ENCFF001HMU/, /files/ENCFF001HNC/, /files/ENCFF854RYT/, /files/ENCFF846BEG/, /files/ENCFF080FAA/, /files/ENCFF986XGP/
ENCFF000CHA	/experiments/ENCSR000AOQ/	.	.	astrocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CHA/@@download/ENCFF000CHA.bigWig	signal	/files/ENCFF000CFI/, /files/ENCFF000CFK/, /files/ENCFF000CFO/, /files/ENCFF000CFR/, /files/ENCFF000CFY/, /files/ENCFF855ZXU/, /files/ENCFF615VUA/, /files/ENCFF765DJW/, /files/ENCFF631QCD/, /files/ENCFF563PNW/, /files/ENCFF581QLB/, /files/ENCFF191SLR/, /files/ENCFF391KPN/, /files/ENCFF639TYV/, /files/ENCFF368JCF/, /files/ENCFF216TIF/, /files/ENCFF169WZW/, /files/ENCFF350LQZ/
ENCFF000COS	/experiments/ENCSR000ALO/	.	.	keratinocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000COS/@@download/ENCFF000COS.bigWig	signal	/files/ENCFF000CLV/, /files/ENCFF000CLW/, /files/ENCFF000CLX/, /files/ENCFF000CMD/, /files/ENCFF000CMJ/, /files/ENCFF604QBU/, /files/ENCFF292GHV/, /files/ENCFF221LXY/, /files/ENCFF377CTF/, /files/ENCFF516NPM/, /files/ENCFF050XUG/, /files/ENCFF288LLD/, /files/ENCFF587LRA/, /files/ENCFF715NGU/
ENCFF000CSW	/experiments/ENCSR000ASF/	.	.	fibroblast of lung	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CSW/@@download/ENCFF000CSW.bigWig	signal	/files/ENCFF000CQE/, /files/ENCFF000CQF/, /files/ENCFF000CQH/, /files/ENCFF000CQO/, /files/ENCFF000CQP/, /files/ENCFF554LJZ/, /files/ENCFF681UKF/, /files/ENCFF386PAD/, /files/ENCFF007RSP/, /files/ENCFF923PUU/, /files/ENCFF208SHP/, /files/ENCFF552KRT/, /files/ENCFF250VFW/, /files/ENCFF579ZCP/
ENCFF001FAV	/experiments/ENCSR000DSL/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FAV/@@download/ENCFF001FAV.bigWig	raw signal	/files/ENCFF001HIB/, /files/ENCFF001HIC/, /files/ENCFF001HII/, /files/ENCFF663QPN/, /files/ENCFF136OPR/, /files/ENCFF763THW/, /files/ENCFF807CDF/
ENCFF001FAW	/experiments/ENCSR000DSL/	.	.	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FAW/@@download/ENCFF001FAW.bigWig	raw signal	/files/ENCFF001HIB/, /files/ENCFF001HIC/, /files/ENCFF001HII/, /files/ENCFF663QPN/, /files/ENCFF136OPR/, /files/ENCFF763THW/, /files/ENCFF807CDF/
ENCFF000BND	/experiments/ENCSR000ANM/	.	.	skeletal muscle myoblast	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BND/@@download/ENCFF000BND.bigWig	signal	/files/ENCFF000BJZ/, /files/ENCFF000BKA/, /files/ENCFF000BKD/, /files/ENCFF000BKI/, /files/ENCFF000BKK/, /files/ENCFF009XHG/, /files/ENCFF298NLV/, /files/ENCFF791XAM/, /files/ENCFF698ZZD/, /files/ENCFF208RCO/, /files/ENCFF325AJA/, /files/ENCFF130ENW/, /files/ENCFF003XTF/, /files/ENCFF589EFJ/
ENCFF000BEK	/experiments/ENCSR000AOK/	.	HepG2	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BEK/@@download/ENCFF000BEK.bigWig	signal	/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/
ENCFF000CHM	/experiments/ENCSR000AOS/	.	.	astrocyte	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CHM/@@download/ENCFF000CHM.bigWig	signal	/files/ENCFF000CFI/, /files/ENCFF000CFK/, /files/ENCFF000CFO/, /files/ENCFF000CFR/, /files/ENCFF000CFY/, /files/ENCFF855ZXU/, /files/ENCFF615VUA/, /files/ENCFF765DJW/, /files/ENCFF631QCD/, /files/ENCFF563PNW/, /files/ENCFF581QLB/, /files/ENCFF191SLR/, /files/ENCFF391KPN/, /files/ENCFF639TYV/, /files/ENCFF368JCF/, /files/ENCFF216TIF/, /files/ENCFF169WZW/, /files/ENCFF350LQZ/
ENCFF000BCJ	/experiments/ENCSR000AOE/	.	HeLa-S3	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BCJ/@@download/ENCFF000BCJ.bigWig	signal	/files/ENCFF000BAF/, /files/ENCFF000BAH/, /files/ENCFF000BAI/, /files/ENCFF000BAO/, /files/ENCFF000BAU/, /files/ENCFF954DWW/, /files/ENCFF713YQB/, /files/ENCFF818YAG/, /files/ENCFF432JPE/, /files/ENCFF250XLH/, /files/ENCFF930VIN/, /files/ENCFF451SVK/, /files/ENCFF385UZW/, /files/ENCFF820FDY/
ENCFF000BFC	/experiments/ENCSR000AMO/	.	HepG2	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BFC/@@download/ENCFF000BFC.bigWig	signal	/files/ENCFF463RRE/, /files/ENCFF574VLI/, /files/ENCFF162ADN/, /files/ENCFF066LYG/, /files/ENCFF642ZJC/, /files/ENCFF474ZPM/, /files/ENCFF854ELY/, /files/ENCFF356QYZ/, /files/ENCFF608CWZ/, /files/ENCFF881CNC/, /files/ENCFF369RYY/, /files/ENCFF653JWL/, /files/ENCFF255TUT/, /files/ENCFF274GMA/, /files/ENCFF122NRW/, /files/ENCFF645CCA/, /files/ENCFF719TUA/, /files/ENCFF303SPG/, /files/ENCFF149EKR/, /files/ENCFF943MYJ/, /files/ENCFF265ZJL/, /files/ENCFF705NOL/, /files/ENCFF569GTH/, /files/ENCFF165PBN/
ENCFF000AUS	/experiments/ENCSR000AKI/	.	GM12878	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000AUS/@@download/ENCFF000AUS.bigWig	signal	/files/ENCFF000AQZ/, /files/ENCFF000ARA/, /files/ENCFF000ARD/, /files/ENCFF000ARK/, /files/ENCFF000ARO/, /files/ENCFF231IAK/, /files/ENCFF651UIO/, /files/ENCFF858ORL/, /files/ENCFF684NLR/, /files/ENCFF303HPA/, /files/ENCFF797ARJ/, /files/ENCFF434HLD/, /files/ENCFF611CHF/, /files/ENCFF852TVX/, /files/ENCFF873ZWP/, /files/ENCFF953EVD/, /files/ENCFF547XEQ/, /files/ENCFF055OBO/, /files/ENCFF691DXH/, /files/ENCFF151JBU/, /files/ENCFF213TCX/, /files/ENCFF339YTX/, /files/ENCFF663HUX/, /files/ENCFF430BAQ/, /files/ENCFF624TPS/, /files/ENCFF232FPZ/
ENCFF000BWA	/experiments/ENCSR000AKY/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BWA/@@download/ENCFF000BWA.bigWig	signal	
ENCFF000BZZ	/experiments/ENCSR000ATY/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BZZ/@@download/ENCFF000BZZ.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BVW	/experiments/ENCSR000AVD/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BVW/@@download/ENCFF000BVW.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BYR	/experiments/ENCSR000AKW/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BYR/@@download/ENCFF000BYR.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CBP	/experiments/ENCSR000ATM/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CBP/@@download/ENCFF000CBP.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BVE	/experiments/ENCSR000ATV/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BVE/@@download/ENCFF000BVE.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CAD	/experiments/ENCSR000AVE/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CAD/@@download/ENCFF000CAD.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BVT	/experiments/ENCSR000ATL/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BVT/@@download/ENCFF000BVT.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CAO	/experiments/ENCSR000ATZ/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CAO/@@download/ENCFF000CAO.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BVA	/experiments/ENCSR000ATU/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BVA/@@download/ENCFF000BVA.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BWL	/experiments/ENCSR000AQE/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BWL/@@download/ENCFF000BWL.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CCC	/experiments/ENCSR000AUB/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CCC/@@download/ENCFF000CCC.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CBY	/experiments/ENCSR000AUT/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CBY/@@download/ENCFF000CBY.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000CBQ	/experiments/ENCSR000AUA/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000CBQ/@@download/ENCFF000CBQ.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BUW	/experiments/ENCSR000ATT/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BUW/@@download/ENCFF000BUW.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BXV	/experiments/ENCSR000AKT/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BXV/@@download/ENCFF000BXV.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BYB	/experiments/ENCSR000AKU/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BYB/@@download/ENCFF000BYB.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF000BZV	/experiments/ENCSR000ATX/	.	K562	.	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BZV/@@download/ENCFF000BZV.bigWig	signal	/files/ENCFF000BVZ/, /files/ENCFF000BWA/, /files/ENCFF000BWK/, /files/ENCFF117OYK/, /files/ENCFF392XRJ/, /files/ENCFF977WHL/, /files/ENCFF885VML/, /files/ENCFF994FIB/, /files/ENCFF402EPP/, /files/ENCFF222TAO/, /files/ENCFF156ECZ/, /files/ENCFF199NQH/, /files/ENCFF561WFK/, /files/ENCFF185XBW/, /files/ENCFF283HQV/, /files/ENCFF574XYY/, /files/ENCFF505AGU/, /files/ENCFF237KKO/, /files/ENCFF296OHW/, /files/ENCFF829HZY/, /files/ENCFF245PJA/, /files/ENCFF192XTF/, /files/ENCFF893MMO/, /files/ENCFF019ENS/, /files/ENCFF150ZCH/, /files/ENCFF319GFP/
ENCFF001FKA	/experiments/ENCSR000DTY/	.	HeLa-S3	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FKA/@@download/ENCFF001FKA.bigWig	raw signal	/files/ENCFF001HNF/, /files/ENCFF001HNH/, /files/ENCFF001HNS/, /files/ENCFF909YLO/, /files/ENCFF883FFC/, /files/ENCFF111FGZ/, /files/ENCFF780LIV/
ENCFF001FKB	/experiments/ENCSR000DTY/	.	HeLa-S3	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001FKB/@@download/ENCFF001FKB.bigWig	raw signal	/files/ENCFF001HNF/, /files/ENCFF001HNH/, /files/ENCFF001HNS/, /files/ENCFF909YLO/, /files/ENCFF883FFC/, /files/ENCFF111FGZ/, /files/ENCFF780LIV/
ENCFF001HKQ	/experiments/ENCSR000DTI/	.	.	cardiac muscle cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HKQ/@@download/ENCFF001HKQ.bigWig	raw signal	/files/ENCFF001HKS/, /files/ENCFF001HKW/, /files/ENCFF001HLJ/, /files/ENCFF293QZV/, /files/ENCFF757OWU/, /files/ENCFF769RBW/, /files/ENCFF234EAH/
ENCFF001HKR	/experiments/ENCSR000DTI/	.	.	cardiac muscle cell	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001HKR/@@download/ENCFF001HKR.bigWig	raw signal	/files/ENCFF001HKS/, /files/ENCFF001HKW/, /files/ENCFF001HLJ/, /files/ENCFF293QZV/, /files/ENCFF757OWU/, /files/ENCFF769RBW/, /files/ENCFF234EAH/
ENCFF000BJY	/experiments/ENCSR000AMM/	.	.	mammary epithelial cell	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BJY/@@download/ENCFF000BJY.bigWig	signal	/files/ENCFF000BGU/, /files/ENCFF000BGV/, /files/ENCFF000BGY/, /files/ENCFF000BHE/, /files/ENCFF000BHF/, /files/ENCFF997HCS/, /files/ENCFF556RIX/, /files/ENCFF152UJF/, /files/ENCFF702WJD/, /files/ENCFF749GHL/, /files/ENCFF913IHA/, /files/ENCFF788YKS/, /files/ENCFF813ZYQ/, /files/ENCFF607BMM/, /files/ENCFF417CEL/, /files/ENCFF903ATW/, /files/ENCFF801RTD/, /files/ENCFF062WDT/, /files/ENCFF115JNM/, /files/ENCFF861GBM/
ENCFF000BSZ	/experiments/ENCSR000AKM/	.	.	endothelial cell of umbilical vein	Bradley Bernstein, Broad	https://www.encodeproject.org/files/ENCFF000BSZ/@@download/ENCFF000BSZ.bigWig	signal	/files/ENCFF000BQJ/, /files/ENCFF000BQK/, /files/ENCFF000BQM/, /files/ENCFF000BQP/, /files/ENCFF000BQS/, /files/ENCFF000BQV/, /files/ENCFF000BQW/, /files/ENCFF780ZFP/, /files/ENCFF261CBZ/, /files/ENCFF771PFZ/, /files/ENCFF039WIG/, /files/ENCFF636OYP/, /files/ENCFF496RFB/, /files/ENCFF907AUP/
ENCFF001ENM	/experiments/ENCSR000DPK/	.	AG04450	.	John Stamatoyannopoulos, UW	https://www.encodeproject.org/files/ENCFF001ENM/@@download/ENCFF001ENM.bigWig	raw signal	/files/ENCFF001GWT/, /files/ENCFF001GWU/, /files/ENCFF001GXE/, /files/ENCFF602KDF/, /files/ENCFF732CPP/, /files/ENCFF883GTU/, /files/ENCFF864XXG/
